Date,Symbol,Open,High,Low,Close,Volume,MA7,MA30,RSI,MACD,Signal_Line,Middle_Band,Upper_Band,Lower_Band
2020-01-01,AAPL,101.49659953039559,102.62824971158935,99.08869514002161,100.99342830602247,4565117,,,,0.0,0.0,,,
2020-01-02,AAPL,102.21851200412077,103.61120676454306,99.7558718631205,101.06620662106083,8803549,,,,0.005805677552899624,0.001161135510579925,,,
2020-01-03,AAPL,104.33412060269683,104.4591111927684,100.44993467309658,102.71073563648845,8371899,,,,0.1414756235609218,0.0292240331206483,,,
2020-01-04,AAPL,105.02856526582251,108.70550835811189,103.28269917854223,106.10563742856178,5779695,,,,0.5169758595609721,0.12677439840871307,,,
2020-01-05,AAPL,105.12631513338519,109.00600200447018,103.80875427948182,105.98570820920904,6351104,,,,0.7957127351162256,0.2605620657502156,,,
2020-01-06,AAPL,104.5338556499237,107.76981619322528,104.22780163382754,105.86519287582735,1398636,,,,0.9954146168898319,0.4075325759781389,,,
2020-01-07,AAPL,109.11465518845795,111.93062125098959,106.65931015906138,109.37060412212901,6578792,104.58535902847127,,,1.4201663944300833,0.6100593396685279,,,
2020-01-08,AAPL,111.77036353476703,112.83481317646003,108.6573997060794,111.2515326953424,7129325,106.05080251265984,,,1.8868104778939596,0.8654095673136143,,,
2020-01-09,AAPL,111.75012389922716,113.28829958995297,109.01213033848903,110.65756357879717,3266610,107.42099636376504,,,2.1835305513347976,1.129033764117851,,,
2020-01-10,AAPL,112.00130078139381,114.4399238198062,109.63093976016673,112.08643157353828,2717622,108.76038149762928,,,2.5051037759605492,1.4042477664863906,,,
2020-01-11,AAPL,111.14532456517297,113.99572352178957,108.71593627746071,111.50196082525314,4486984,109.53128484001377,,,2.681875971733348,1.659773407535782,,,
2020-01-12,AAPL,111.07964883329362,112.77155237096221,108.03768038756442,110.91133202263973,9071700,110.23494538478958,,,2.742694329218864,1.8763575918723983,,,
2020-01-13,AAPL,110.80126168786916,113.04109087694229,109.5368387390214,111.7344036284508,1119785,111.07340406373578,,,2.824746397464864,2.0660353529908915,,,
2020-01-14,AAPL,110.5069823861718,110.68243405154922,106.27405657054986,108.245157897543,5540236,110.91262603165208,,69.8685715507637,2.5784969749930013,2.1685276773913134,,,
2020-01-15,AAPL,103.44051256049,106.14863565945741,102.38292350281833,105.13065716325679,3494566,110.03821524135412,,59.6828253476046,2.1077317338541235,2.156368488683875,,,
2020-01-16,AAPL,104.53204792523451,106.2605161068249,102.88384154075139,104.3392909151821,4873512,109.13560486083769,,57.4110915399877,1.6517499013905734,2.055444771225215,,,
2020-01-17,AAPL,104.72168822283834,105.18049374434912,100.36658615999532,102.64456639359624,6077738,107.78676697798883,,49.85051587435351,1.140484117523215,1.872452640484815,,,
2020-01-18,AAPL,103.60862887402831,105.77302035702736,102.23923708925703,103.60158412734596,6241969,106.65814173543065,,43.64280755119826,0.8032660819431072,1.6586153287764736,,,
2020-01-19,AAPL,101.9174506225078,105.14847335552206,99.52533643088084,102.111502336173,5202568,105.40102320879257,,40.804076374312864,0.4110429643785949,1.409100855896898,,,
2020-01-20,AAPL,99.25411214357237,102.11292385280234,97.74648061433825,99.61016411585847,7276744,103.66898899270794,,36.66056188412394,-0.10047555230677574,1.1071855742561634,106.29618302361379,114.56752654752955,98.02483949969803
2020-01-21,AAPL,102.67634056434098,104.58282662734457,100.15221259198333,102.86189486638312,8994796,102.89995141682796,,35.96773591606588,-0.2406955775619224,0.8376093438925463,106.38960635163183,114.44823894712003,98.33097375614362
2020-01-22,AAPL,104.13809954860125,104.7963877462329,100.4208376667597,102.72780247919687,8829524,102.55668646196226,,30.126631076565573,-0.3585084307702857,0.59838578895998,106.47268614453863,114.33203638669245,98.6133359023848
2020-01-23,AAPL,100.89507349280375,105.21631725597523,100.89507349280375,103.1772109223677,1199403,102.39067503441733,,32.4409365904971,-0.41087613589974126,0.39653340398803577,106.49600990883259,114.31099672489465,98.68102309277053
2020-01-24,AAPL,102.18205481631584,102.18205481631584,97.9091843455113,100.6388251548034,5655154,102.10414057173264,,24.45878181855481,-0.6497149275202645,0.18728373768637577,106.22266929514467,114.46583566033489,97.97950292995445
2020-01-25,AAPL,98.4358653958476,101.3854227771341,97.08612201519233,99.85779764773167,3565983,101.56931393178776,,24.24612115427918,-0.8917393667896931,-0.028520883208838027,105.9162737670708,114.6381686219058,97.1943789122358
2020-01-26,AAPL,100.11620301741675,102.11009977315668,97.93336468704112,100.38387896886309,2629327,101.32251059360063,,26.649323323839738,-1.0292307808644807,-0.22866286273996655,105.64220807172259,114.70853593821197,96.57588020523322
2020-01-27,AAPL,97.96019780658075,99.34850686890927,96.7894837986208,98.38249919492534,6987203,101.14712989061017,,21.85562813568312,-1.2848770755008445,-0.4399057052921422,105.09280282536243,114.53188666850981,95.65371898221504
2020-01-28,AAPL,100.01595207221115,101.44297568552747,97.59427014766615,99.43074914694925,7329011,100.65696621640532,,29.288854711457006,-1.3869062038949522,-0.6293058050127043,104.50176364794277,113.79635511543825,95.20717218044729
2020-01-29,AAPL,96.94793858233808,100.37020300068384,96.48036161981683,98.5224498453897,7783687,100.05620155443287,,32.67670616714972,-1.5234952806370217,-0.8081437001375678,103.89500796127238,113.08132578033403,94.70869014221074
2020-01-30,AAPL,98.68202779758944,99.37098003345064,96.60910421495092,98.22804462490635,1304665,99.34917779765269,104.33782711079309,33.55089085716084,-1.6366330617055524,-0.9738415724511648,103.20208861384079,111.86243229019955,94.54174493748202
2020-01-31,AAPL,99.27934598320202,99.45235917011331,94.53990339677566,97.30950040218816,6101091,98.87355997585051,104.2150295139986,35.01389526571221,-1.7798968673554896,-1.1350526314320297,102.49246559268754,110.5973152815875,94.38761590378758
2020-02-01,AAPL,99.91387458899302,103.68316209172069,99.1957060913431,101.29469757435757,5174078,99.07883139393992,104.2226458791085,44.462113540696734,-1.5539493980209187,-1.2188319847498075,102.01163387027343,109.08945911808502,94.93380862246184
2020-02-02,AAPL,101.73663867397595,103.69015345486096,100.88566728481501,101.54400343661815,1521652,99.24456346076207,104.18375480577949,48.5513708566426,-1.3393285552790815,-1.2429312988556622,101.5021138606818,106.90091221200373,96.10331550935987
2020-02-03,AAPL,99.040432714676,101.53289175548358,97.53725356298362,99.70043180440743,7951536,99.43283954783094,103.97024795164101,50.23842899568335,-1.302980862192996,-1.254941211523129,101.07487755602502,105.48956978300717,96.66018532904286
2020-02-04,AAPL,102.04557091867493,103.94556174836111,99.75744490685699,101.6128149399929,8810189,99.74456323255147,103.82448484266713,46.44952708181161,-1.107099760073794,-1.2253729212332622,100.89898544486184,104.8936246984875,96.90434619123617
2020-02-05,AAPL,99.45279939661215,101.76061958288966,97.48233598674112,99.43376004156327,6201365,99.87475040343341,103.61010374819168,41.611935114517344,-1.114842879825801,-1.2032669129517701,100.65370890118088,104.350205115226,96.95721268713575
2020-02-06,AAPL,99.46716920117018,102.26541464704603,98.29168171214687,100.10935762506331,7056624,100.14350940345582,103.3013955316228,42.27687770560046,-1.0543108401519987,-1.173475698391816,100.52694846275423,104.1080638673186,96.94583305818986
2020-02-07,AAPL,96.9135464273249,97.97424766710738,94.12499707309894,96.44302762485269,10218940,100.01972757812219,102.80777869593982,40.00497390102582,-1.2873412838414424,-1.1962488154817412,100.16902063762959,103.88466662380145,96.45337465145772
2020-02-08,AAPL,95.7314240336516,96.04545508678606,91.62756872114508,94.03471051198517,7930481,98.98258656921185,102.25368359371276,37.126586305469736,-1.647360902187657,-1.2864712328229244,99.76518104642018,104.26485159480436,95.26551049803601
2020-02-09,AAPL,94.49070929980343,97.13075886065144,92.64402660304457,94.6714406697248,8867056,98.00079188822708,101.67318389691897,37.432687332356075,-1.8598609221869395,-1.4011491706957275,99.51824487411349,104.56280479486036,94.47368495336663
2020-02-10,AAPL,97.07999297387857,98.02643605038848,94.62204506831543,96.38624531806339,4800628,97.52733667589222,101.16932671334598,45.55217575497014,-1.8683610123794665,-1.4945915390324755,99.1944623966975,104.16614540869946,94.22277938469554
2020-02-11,AAPL,95.70765290600629,99.91796219974943,95.04243945004457,96.96163146525716,9296571,96.8628818937871,100.70433669476657,44.3801759925176,-1.8078290141800437,-1.5572390340619893,98.90615384600054,103.67992775390252,94.13237993809855
2020-02-12,AAPL,96.03034159919784,98.64201394464567,95.00902485279022,96.95768012200352,1475257,96.50915619099287,100.21177924455165,46.28560342662656,-1.7401168262869788,-1.5938145925069873,98.59517730598232,102.99297221809032,94.19738239387432
2020-02-13,AAPL,97.03367228993031,98.5246320462456,95.03336891093441,96.57743442668284,2188617,96.00459573408136,99.82285512885632,46.09774114722588,-1.6975685655839783,-1.6145653871223855,98.39210776957628,102.76758718360321,94.01662835554936
2020-02-14,AAPL,95.22954116709067,95.39811086245645,91.68853061667801,93.8368928003604,7429727,95.6322907591539,99.44639631675977,42.44145975083009,-1.8635062282089478,-1.664353555339698,98.09106252720773,102.85335006522337,93.32877498919208
2020-02-15,AAPL,92.93750200675652,94.5637219971681,90.54299307487219,92.60817497448048,7606245,95.42849996808181,99.05535911873638,28.514594647626893,-2.0702952066524603,-1.7455418856022507,97.70227732748859,102.92387291696775,92.48068173800942
2020-02-16,AAPL,91.60459115451407,92.92962911501237,89.34664874047267,91.89226727665343,5203444,95.03147519764305,98.69694914817163,26.665817944111993,-2.2658257017650243,-1.8495986488348055,97.37776573157501,103.19419250335532,91.5613389597947
2020-02-17,AAPL,94.20554778454596,95.83313697479416,91.73078225963681,94.20621532467861,4205452,94.72004234144522,98.3837701880827,37.01248506191949,-2.208609285822533,-1.921400776232351,97.11653904046146,103.01347134296059,91.21960673796234
2020-02-18,AAPL,93.89844672691716,96.46994084093524,93.51167404541383,95.0874272715535,7334715,94.45229888520183,98.14963435259538,33.78442807305332,-2.06831616320153,-1.950783853626187,96.94478791176965,102.8693370286382,91.0202387949011
2020-02-19,AAPL,92.30417568730414,93.64661254878558,89.53823499368968,91.74953568224508,6720077,93.70827825095061,97.88761340480828,31.944606412383123,-2.2010998986062447,-2.0008470626221984,96.62086246463659,102.94494649919852,90.29677843007465
2020-02-20,AAPL,93.3969152728315,94.89198183542868,91.16864642028243,92.58005087484689,9977570,93.1372234578312,97.54488527175708,32.43647603086359,-2.2137970560108613,-2.0434370612999313,96.38438998826953,102.94916418353668,89.81961579300238
2020-02-21,AAPL,91.57047955542244,94.12318645519855,89.82653285456276,91.98634091020435,7832532,92.87285890209462,97.18683655279065,37.86429559967254,-2.2458779935385422,-2.0839252477476538,95.91897215506187,102.3361641303935,89.50178017973023
2020-02-22,AAPL,90.37619889658656,91.54230248868492,89.22150171950015,90.80301132123117,7126621,92.61497838020185,96.77436323275278,40.57092940111869,-2.3398152423624907,-2.1351032466706212,95.38192254929251,101.61207518378164,89.15176991480338
2020-02-23,AAPL,92.43600980934673,94.97601331508449,90.8187495546188,92.19089429170356,4786207,92.65763938235186,96.4927655373161,43.06646847890319,-2.276033929781036,-2.163289383292704,95.00644567365734,101.04289269861611,88.96999864869856
2020-02-24,AAPL,93.99908638111405,96.4390165504809,92.39097424052612,94.4113995962229,8878518,92.68695142114393,96.31121893559914,44.63174647644645,-2.022990781047241,-2.135229662843612,94.64637490646882,99.82122778630583,89.47152202663182
2020-02-25,AAPL,96.36263628791538,97.98055859763326,95.78737195270041,96.42640559112249,3751856,92.8782340382252,96.17930315634113,48.65069321360527,-1.6409423568786679,-2.036372201650623,94.49600718394679,99.24215198677811,89.74986238111546
2020-02-26,AAPL,96.88683997714895,96.88683997714895,93.82722494271988,94.89432319631386,6981632,93.32748939737789,96.06303062305409,45.170382867617384,-1.4451338696443798,-1.9181245352493743,94.2352554625093,98.18992234158365,90.28058858343495
2020-02-27,AAPL,94.18289707202456,96.38762756548067,92.61159707633712,94.41612917674065,1427283,93.58978629764843,95.89587662404712,44.964209619430456,-1.3134004311259986,-1.7971797144246993,94.1339105401037,97.9518776102068,90.3159434700006
2020-02-28,AAPL,94.87155436660017,96.79953217315443,93.26923751403812,95.21273984329821,1269736,94.05070043094756,95.78555295731074,53.52500861362915,-1.1316756562522983,-1.664078902790219,94.19281200666936,98.04056703140893,90.34505698192979
2020-02-29,AAPL,96.66174105780381,99.33385899132763,95.52556920899099,97.29174578519523,5175806,94.97766249722814,95.75434299598705,61.49861657024453,-0.8105554793622645,-1.4933742181046283,94.32382726244289,98.41118374158744,90.23647078329834
2020-03-01,AAPL,97.17293884282331,98.09126099335597,95.2877486251823,96.45512752766243,5774985,95.58683867379368,95.72586390016953,61.13625461860735,-0.6164672760822612,-1.3179928297001549,94.32727137292284,98.42205443478296,90.23248831106271
2020-03-02,AAPL,96.0250043546795,97.92883084526994,94.66875727877525,96.19934081471222,2794346,95.84225884786359,95.556018674848,55.40776963489073,-0.4777832389206367,-1.1499509115442514,94.28915684039559,98.29389524658555,90.28441843420563
2020-03-03,AAPL,93.48495946275489,95.65503275861094,92.03001745351422,94.0959934745191,5452441,95.50934283120596,95.30775167611137,47.477330076936546,-0.5314712228245781,-1.0262549738003168,94.14607250802138,97.94875851558511,90.34338650045764
2020-03-04,AAPL,93.01973388215902,93.01973388215902,89.70349734953975,91.8066884063496,1233484,95.06825214692535,95.04462689617611,50.153620667494444,-0.750100432485624,-0.9710240655373783,93.90753520700471,97.66631987785628,90.14875053615314
2020-03-05,AAPL,94.85636713926947,95.4674039362499,91.6656458636904,93.52863187114616,8230368,94.9414668175547,94.77515412721455,52.43309149516475,-0.7754799593019754,-0.9319152442902978,93.892122160544,97.65465270896263,90.12959161212538
2020-03-06,AAPL,95.75339055609102,98.54033981691767,93.84795419369121,96.33178932046887,1159532,95.10133102857908,94.67175510317807,60.01127361660428,-0.5629131258440054,-0.8581148206010394,94.07830287784341,97.94051418585428,90.21609156983254
2020-03-07,AAPL,94.47527805563556,98.44552757376839,94.15550157640138,96.27223783693077,8534406,94.95568703596987,94.54385111024031,63.288369927116285,-0.39470774075782344,-0.7654334046323963,94.29730140585727,98.13423010473511,90.46037270697943
2020-03-08,AAPL,99.34853943170009,100.72795417400077,96.7580115680575,98.35757341455704,9340764,95.22746501981196,94.60766930323047,64.49179542792345,-0.09207324493084457,-0.630761372692086,94.50486931035121,98.74863693016661,90.26110169053581
2020-03-09,AAPL,98.47409924663178,101.29678478287731,97.30893418348113,99.152929777,2825052,95.64940630013879,94.77827661206429,61.94261838112826,0.20953005273450742,-0.46270308760676737,94.70814443562352,99.43174930221682,89.98453956903023
2020-03-10,AAPL,98.7028550956474,99.62633326497891,96.65693797391319,97.92860646403933,8425003,96.19692244149881,94.8868488052081,53.94058804596347,0.34577430881466853,-0.3010076083224802,95.01709797471324,99.73421279493905,90.29998315448742
2020-03-11,AAPL,96.76645447447645,101.09981128127454,96.76645447447645,98.71116694292695,7726787,97.18327651815274,94.96434619270354,60.42221535557242,0.5110044130757672,-0.13860520404283072,95.32365377811725,100.16906366990057,90.47824388633393
2020-03-12,AAPL,102.74991647467124,103.18645121794944,99.23778310590515,101.84088742422223,4220885,98.3707415971636,95.12698805800238,67.7095165757781,0.8842990982488743,0.06597565641551029,95.81638110381814,101.20646085543686,90.42630135219943
2020-03-13,AAPL,100.58361321453422,103.3946080379098,99.43158361573505,101.81678958933513,9069179,99.1543130641445,95.28895837358012,66.35466528516494,1.16476662717416,0.2857338505672402,96.36707001722334,101.85020048191627,90.8839395525304
2020-03-14,AAPL,105.75478213716292,106.58117693870928,102.15185146288256,104.9875706414357,1958200,100.3993606076452,95.5692962474052,68.08069374687956,1.6241722494093835,0.5534215303356689,97.00690383470995,103.3562471009175,90.65756056850239
2020-03-15,AAPL,99.79779221425244,102.31808018039304,97.93899386406193,99.78355004046556,3085393,100.60307155420355,95.76751815540871,56.48833334867396,1.5504607972438293,0.752829383717301,97.27551135692208,103.6170599219568,90.93396279188737
